gene,string_id
A0A087WZG9,['9606.ENSP00000418944']
A0A087WZH1,['9606.ENSP00000493031']
A0A087WZH4,['9606.ENSP00000373347']
A0A087WZH6,['9606.ENSP00000263671']
A0A087WZI0,['9606.ENSP00000261037']
A0A087WZI2,['9606.ENSP00000345751']
A0A087WZI3,['9606.ENSP00000385741']
A0A087WZI4,['9606.ENSP00000327608']
A0A087WZI5,['9606.ENSP00000400057']
A0A087WZI7,['9606.ENSP00000309504']
A0A087WZI8,['9606.ENSP00000484824']
A0A087WZJ0,['9606.ENSP00000265843']
A0A087WZJ1,['9606.ENSP00000477567']
A0A087WZJ2,['9606.ENSP00000479693']
A0A087WZJ5,['9606.ENSP00000382083']
A0A087WZJ6,['9606.ENSP00000337623']
A0A087WZJ7,['9606.ENSP00000349494']
A0A087WZJ8,['9606.ENSP00000482705']
A0A087WZJ9,['9606.ENSP00000437737']
A0A087WZK0,['9606.ENSP00000210060']
A0A087WZK3,['9606.ENSP00000478941']
A0A087WZK4,['9606.ENSP00000255641']
A0A087WZK6,['9606.ENSP00000359333']
A0A087WZK8,['9606.ENSP00000296444']
A0A087WZK9,['9606.ENSP00000429931']
A0A087WZL0,['9606.ENSP00000354498']
A0A087WZL1,['9606.ENSP00000479708']
A0A087WZL3,['9606.ENSP00000373700']
A0A087WZL4,['9606.ENSP00000481994']
A0A087WZL5,['9606.ENSP00000258742']
A0A087WZL6,['9606.ENSP00000304669']
A0A087WZL7,['9606.ENSP00000479719']
A0A087WZL8,['9606.ENSP00000286628']
A0A087WZL9,['9606.ENSP00000359469']
A0A087WZM1,['9606.ENSP00000240185']
A0A087WZM2,['9606.ENSP00000426455']
A0A087WZM5,['9606.ENSP00000383003']
A0A087WZM6,['9606.ENSP00000482482']
A0A087WZM7,['9606.ENSP00000358262']
A0A087WZM8,['9606.ENSP00000361355']
A0A087WZN0,['9606.ENSP00000479216']
A0A087WZN1,['9606.ENSP00000482773']
A0A087WZN3,['9606.ENSP00000482704']
A0A087WZN4,['9606.ENSP00000363068']
A0A087WZN6,['9606.ENSP00000482482']
A0A087WZN9,['9606.ENSP00000363068']
A0A087WZP0,['9606.ENSP00000304713']
A0A087WZP1,['9606.ENSP00000326630']
A0A087WZP4,['9606.ENSP00000358397']
A0A087WZP5,['9606.ENSP00000346959']
A0A087WZP6,['9606.ENSP00000216286']
A0A087WZP9,['9606.ENSP00000309521']
A0A087WZQ0,['9606.ENSP00000360025']
A0A087WZQ1,['9606.ENSP00000331727']
A0A087WZQ2,['9606.ENSP00000482819']
A0A087WZQ3,['9606.ENSP00000366617']
A0A087WZQ4,['9606.ENSP00000085219']
A0A087WZQ5,['9606.ENSP00000295408']
A0A087WZQ6,['9606.ENSP00000483185']
A0A087WZQ7,['9606.ENSP00000482826']
A0A087WZQ8,['9606.ENSP00000296474']
A0A087WZQ9,['9606.ENSP00000479518']
A0A087WZR0,['9606.ENSP00000482760']
A0A087WZR1,['9606.ENSP00000483430']
A0A087WZR3,['9606.ENSP00000358474']
A0A087WZR4,['9606.ENSP00000433642']
A0A087WZR9,['9606.ENSP00000342502']
A0A087WZS0,['9606.ENSP00000477648']
A0A087WZS1,['9606.ENSP00000481091']
A0A087WZS3,['9606.ENSP00000368994']
A0A087WZS4,['9606.ENSP00000480132']
A0A087WZS6,['9606.ENSP00000482180']
A0A087WZS7,['9606.ENSP00000483453']
A0A087WZS8,['9606.ENSP00000481542']
A0A087WZT0,['9606.ENSP00000317224']
A0A087WZT2,['9606.ENSP00000377796']
A0A087WZT3,"['9606.ENSP00000306752', '9606.ENSP00000331127']"
A0A087WZT4,['9606.ENSP00000364246']
A0A087WZT7,['9606.ENSP00000268699']
A0A087WZT8,['9606.ENSP00000485541']
A0A087WZT9,['9606.ENSP00000291041']
A0A087WZU1,['9606.ENSP00000495607']
A0A087WZU2,['9606.ENSP00000276052']
A0A087WZU3,['9606.ENSP00000349588']
A0A087WZU4,['9606.ENSP00000351697']
A0A087WZU5,['9606.ENSP00000362111']
A0A087WZU7,['9606.ENSP00000356953']
A0A087WZU8,['9606.ENSP00000269305']
A0A087WZV0,['9606.ENSP00000486357']
A0A087WZV5,['9606.ENSP00000261965']
A0A087WZV9,['9606.ENSP00000482916']
A0A087WZW0,['9606.ENSP00000367096']
A0A087WZW1,['9606.ENSP00000259938']
A0A087WZW2,['9606.ENSP00000376024']
A0A087WZW3,['9606.ENSP00000363068']
A0A087WZX0,['9606.ENSP00000335320']
A0A087WZX2,['9606.ENSP00000369176']
A0A087WZX3,['9606.ENSP00000298125']
A0A087WZX6,['9606.ENSP00000263094']
A0A087WZX7,['9606.ENSP00000388996']
A0A087WZX9,['9606.ENSP00000360958']
A0A087WZY0,['9606.ENSP00000498772']
A0A087WZY1,['9606.ENSP00000481571']
A0A087WZY2,['9606.ENSP00000351214']
A0A087WZY5,['9606.ENSP00000378340']
A0A087WZY8,['9606.ENSP00000482437']
A0A087WZZ1,"['9606.ENSP00000469248', '9606.ENSP00000482142']"
A0A087WZZ2,['9606.ENSP00000481862']
A0A087WZZ3,['9606.ENSP00000445408']
A0A087WZZ4,['9606.ENSP00000360217']
A0A087WZZ6,['9606.ENSP00000484824']
A0A087WZZ7,['9606.ENSP00000480240']
A0A087WZZ9,['9606.ENSP00000378699']
A0A087X000,['9606.ENSP00000352288']
A0A087X002,['9606.ENSP00000463957']
A0A087X003,['9606.ENSP00000386908']
A0A087X004,['9606.ENSP00000310447']
A0A087X006,['9606.ENSP00000480316']
A0A087X009,['9606.ENSP00000483018']
A0A087X011,['9606.ENSP00000385808']
A0A087X014,['9606.ENSP00000303252']
A0A087X016,['9606.ENSP00000440273']
A0A087X017,['9606.ENSP00000360829']
A0A087X018,['9606.ENSP00000483038']
A0A087X020,['9606.ENSP00000246868']
A0A087X021,['9606.ENSP00000357787']
A0A087X023,['9606.ENSP00000255416']
A0A087X025,['9606.ENSP00000482760']
A0A087X026,['9606.ENSP00000257575']
A0A087X027,['9606.ENSP00000480946']
A0A087X028,['9606.ENSP00000290291']
A0A087X030,['9606.ENSP00000484443']
A0A087X032,['9606.ENSP00000479542']
A0A087X033,['9606.ENSP00000361021']
A0A087X035,['9606.ENSP00000483430']
A0A087X037,['9606.ENSP00000498611']
A0A087X038,['9606.ENSP00000482228']
A0A087X041,['9606.ENSP00000358363']
A0A087X042,['9606.ENSP00000312615']
A0A087X043,['9606.ENSP00000282020']
A0A087X044,['9606.ENSP00000307634']
A0A087X045,['9606.ENSP00000484687']
A0A087X047,['9606.ENSP00000354718']
A0A087X050,['9606.ENSP00000229195']
A0A087X051,['9606.ENSP00000482180']
A0A087X054,['9606.ENSP00000480150']
A0A087X055,['9606.ENSP00000369270']
A0A087X059,['9606.ENSP00000483495']
A0A087X060,['9606.ENSP00000250454']
A0A087X061,['9606.ENSP00000484824']
A0A087X063,['9606.ENSP00000482030']
A0A087X064,['9606.ENSP00000360645']
A0A087X067,['9606.ENSP00000439189']
A0A087X068,['9606.ENSP00000479884']
A0A087X069,['9606.ENSP00000479504']
A0A087X070,['9606.ENSP00000173898']
A0A087X072,['9606.ENSP00000482313']
A0A087X073,['9606.ENSP00000481358']
A0A087X074,['9606.ENSP00000364043']
A0A087X077,['9606.ENSP00000331727']
A0A087X080,['9606.ENSP00000489262']
A0A087X081,['9606.ENSP00000471932']
A0A087X083,['9606.ENSP00000356357']
A0A087X084,['9606.ENSP00000304811']
A0A087X085,['9606.ENSP00000282605']
A0A087X089,['9606.ENSP00000479097']
A0A087X090,['9606.ENSP00000349078']
A0A087X091,['9606.ENSP00000365919']
A0A087X092,['9606.ENSP00000392718']
A0A087X094,['9606.ENSP00000365663']
A0A087X097,['9606.ENSP00000224721']
A0A087X098,['9606.ENSP00000261588']
A0A087X099,['9606.ENSP00000367151']
A0A087X0A2,['9606.ENSP00000349494']
A0A087X0A5,['9606.ENSP00000357909']
A0A087X0A7,['9606.ENSP00000311905']
A0A087X0A8,['9606.ENSP00000325146']
A0A087X0B4,['9606.ENSP00000280772']
A0A087X0B6,['9606.ENSP00000262904']
A0A087X0B7,['9606.ENSP00000314157']
A0A087X0B8,['9606.ENSP00000365049']
A0A087X0B9,['9606.ENSP00000495607']
A0A087X0C0,['9606.ENSP00000385021']
A0A087X0C1,['9606.ENSP00000279024']
A0A087X0C2,['9606.ENSP00000483018']
A0A087X0C3,['9606.ENSP00000478490']
A0A087X0C6,['9606.ENSP00000260947']
A0A087X0C7,['9606.ENSP00000428182']
A0A087X0C9,['9606.ENSP00000441802']
A0A087X0D0,['9606.ENSP00000243878']
A0A087X0D2,['9606.ENSP00000262710']
A0A087X0D5,['9606.ENSP00000220166']
A0A087X0D8,['9606.ENSP00000483312']
A0A087X0D9,['9606.ENSP00000289528']
A0A087X0E3,['9606.ENSP00000262518']
A0A087X0E5,['9606.ENSP00000478220']
A0A087X0E6,['9606.ENSP00000414750']
A0A087X0E7,['9606.ENSP00000465517']
A0A087X0E9,['9606.ENSP00000278616']
A0A087X0F1,['9606.ENSP00000347845']
A0A087X0F3,['9606.ENSP00000355961']
A0A087X0F4,['9606.ENSP00000480421']
A0A087X0F5,['9606.ENSP00000495795']
A0A087X0F7,['9606.ENSP00000483356']
A0A087X0F8,['9606.ENSP00000375616']
A0A087X0F9,['9606.ENSP00000351159']
A0A087X0G0,['9606.ENSP00000446184']
A0A087X0G1,['9606.ENSP00000365895']
A0A087X0G2,['9606.ENSP00000354643']
A0A087X0G3,['9606.ENSP00000281882']
A0A087X0G5,['9606.ENSP00000434552']
A0A087X0G6,['9606.ENSP00000493316']
A0A087X0G7,['9606.ENSP00000483825']
A0A087X0G9,['9606.ENSP00000402949']
A0A087X0H1,['9606.ENSP00000482540']
A0A087X0H2,['9606.ENSP00000483397']
A0A087X0H3,['9606.ENSP00000484252']
A0A087X0H5,['9606.ENSP00000483403']
A0A087X0H7,['9606.ENSP00000500986']
A0A087X0H8,['9606.ENSP00000397435']
A0A087X0H9,['9606.ENSP00000483408']
A0A087X0I0,['9606.ENSP00000407685']
A0A087X0I1,['9606.ENSP00000358363']
A0A087X0I2,['9606.ENSP00000378131']
A0A087X0I3,['9606.ENSP00000382731']
A0A087X0I6,['9606.ENSP00000483424']
A0A087X0I9,['9606.ENSP00000263125']
A0A087X0J1,['9606.ENSP00000483312']
A0A087X0J2,['9606.ENSP00000479216']
A0A087X0J3,['9606.ENSP00000229922']
A0A087X0J4,['9606.ENSP00000368767']
A0A087X0J5,['9606.ENSP00000221797']
A0A087X0J6,['9606.ENSP00000384667']
A0A087X0J8,['9606.ENSP00000478609']
A0A087X0J9,['9606.ENSP00000379387']
A0A087X0K0,['9606.ENSP00000364140']
A0A087X0K1,['9606.ENSP00000258418']
A0A087X0K2,['9606.ENSP00000342019']
A0A087X0K3,['9606.ENSP00000354581']
A0A087X0K4,['9606.ENSP00000362479']
A0A087X0K5,['9606.ENSP00000303468']
A0A087X0K8,['9606.ENSP00000483469']
A0A087X0K9,['9606.ENSP00000348416']
A0A087X0L1,['9606.ENSP00000478290']
A0A087X0L2,['9606.ENSP00000484824']
A0A087X0L3,['9606.ENSP00000280772']
A0A087X0L6,['9606.ENSP00000434676']
A0A087X0L7,['9606.ENSP00000285848']
A0A087X0M0,['9606.ENSP00000483494']
A0A087X0M4,['9606.ENSP00000479964']
A0A087X0M6,['9606.ENSP00000464976']
A0A087X0M7,['9606.ENSP00000481854']
A0A087X0M8,['9606.ENSP00000256509']
A0A087X0N0,['9606.ENSP00000328998']
A0A087X0N2,['9606.ENSP00000483521']
A0A087X0N3,['9606.ENSP00000483523']
A0A087X0P0,['9606.ENSP00000265148']
A0A087X0P1,['9606.ENSP00000316845']
A0A087X0P3,['9606.ENSP00000479089']
A0A087X0P4,['9606.ENSP00000405890']
A0A087X0P8,['9606.ENSP00000361107']
A0A087X0P9,['9606.ENSP00000263997']
A0A087X0Q0,['9606.ENSP00000480914']
A0A087X0Q1,['9606.ENSP00000478490']
A0A087X0Q4,"['9606.ENSP00000452747', '9606.ENSP00000483585']"
A0A087X0Q5,['9606.ENSP00000341051']
A0A087X0Q6,['9606.ENSP00000408792']
A0A087X0Q7,['9606.ENSP00000259938']
A0A087X0Q8,['9606.ENSP00000464780']
A0A087X0Q9,['9606.ENSP00000370288']
A0A087X0R0,['9606.ENSP00000367203']
A0A087X0R1,['9606.ENSP00000482704']
A0A087X0R2,['9606.ENSP00000365588']
A0A087X0R6,['9606.ENSP00000481314']
A0A087X0R8,['9606.ENSP00000360824']
A0A087X0R9,['9606.ENSP00000260649']
A0A087X0S1,['9606.ENSP00000483624']
A0A087X0S2,['9606.ENSP00000356115']
A0A087X0S3,['9606.ENSP00000450958']
A0A087X0S4,['9606.ENSP00000363804']
A0A087X0S5,['9606.ENSP00000355180']
A0A087X0S7,['9606.ENSP00000477792']
A0A087X0S9,['9606.ENSP00000375234']
A0A087X0T2,['9606.ENSP00000481937']
A0A087X0T3,['9606.ENSP00000483640']
A0A087X0T4,['9606.ENSP00000478671']
A0A087X0T5,['9606.ENSP00000287706']
A0A087X0T6,['9606.ENSP00000479542']
A0A087X0T7,['9606.ENSP00000479362']
A0A087X0T8,['9606.ENSP00000329797']
A0A087X0U0,['9606.ENSP00000258648']
A0A087X0U2,['9606.ENSP00000302478']
A0A087X0U3,['9606.ENSP00000265113']
A0A087X0U5,['9606.ENSP00000478490']
A0A087X0U7,['9606.ENSP00000497609']
A0A087X0U8,['9606.ENSP00000215637']
A0A087X0U9,['9606.ENSP00000367459']
A0A087X0V4,['9606.ENSP00000417677']
A0A087X0V5,['9606.ENSP00000342278']
A0A087X0V6,['9606.ENSP00000419740']
A0A087X0V7,['9606.ENSP00000477213']
A0A087X0V9,['9606.ENSP00000482604']
A0A087X0W0,['9606.ENSP00000446215']
A0A087X0W2,['9606.ENSP00000482169']
A0A087X0W3,['9606.ENSP00000354553']
A0A087X0W4,['9606.ENSP00000483300']
A0A087X0W5,['9606.ENSP00000480851']
A0A087X0W6,['9606.ENSP00000392395']
A0A087X0W7,['9606.ENSP00000238651']
A0A087X0W8,['9606.ENSP00000384273']
A0A087X0W9,['9606.ENSP00000285420']
A0A087X0X0,['9606.ENSP00000414521']
A0A087X0X2,['9606.ENSP00000287020']
A0A087X0X3,['9606.ENSP00000325376']
A0A087X0X5,['9606.ENSP00000256996']
A0A087X0X7,['9606.ENSP00000347152']
A0A087X0X8,['9606.ENSP00000333024']
A0A087X0X9,['9606.ENSP00000287842']
A0A087X0Y1,['9606.ENSP00000364579']
A0A087X0Y2,['9606.ENSP00000442047']
A0A087X0Y3,['9606.ENSP00000477979']
A0A087X0Y5,['9606.ENSP00000338769']
A0A087X0Y6,['9606.ENSP00000482063']
A0A087X0Y7,['9606.ENSP00000259633']
A0A087X0Y9,['9606.ENSP00000366617']
A0A087X0Z0,['9606.ENSP00000481862']
A0A087X0Z1,['9606.ENSP00000392513']
A0A087X0Z2,['9606.ENSP00000349658']
A0A087X0Z3,['9606.ENSP00000252826']
A0A087X0Z4,['9606.ENSP00000380281']
A0A087X0Z8,['9606.ENSP00000178640']
A0A087X0Z9,['9606.ENSP00000355865']
A0A087X101,['9606.ENSP00000484669']
A0A087X102,['9606.ENSP00000372023']
A0A087X104,['9606.ENSP00000358820']
A0A087X106,['9606.ENSP00000369349']
A0A087X108,['9606.ENSP00000341942']
A0A087X109,['9606.ENSP00000363512']
A0A087X113,['9606.ENSP00000479536']
A0A087X114,['9606.ENSP00000445920']
A0A087X115,['9606.ENSP00000423313']
A0A087X117,['9606.ENSP00000287667']
A0A087X119,['9606.ENSP00000478671']
A0A087X121,['9606.ENSP00000479504']
A0A087X122,['9606.ENSP00000253363']
A0A087X124,['9606.ENSP00000361043']
A0A087X125,['9606.ENSP00000360372']
A0A087X126,['9606.ENSP00000483300']
A0A087X127,['9606.ENSP00000311778']
A0A087X128,['9606.ENSP00000357073']
A0A087X131,['9606.ENSP00000454623']
A0A087X133,['9606.ENSP00000373583']
A0A087X134,['9606.ENSP00000356275']
A0A087X135,['9606.ENSP00000442515']
A0A087X136,['9606.ENSP00000364831']
A0A087X137,['9606.ENSP00000375622']
A0A087X138,['9606.ENSP00000357844']
A0A087X139,['9606.ENSP00000339299']
A0A087X140,['9606.ENSP00000366617']
A0A087X142,['9606.ENSP00000367991']
A0A087X146,['9606.ENSP00000340648']
A0A087X147,['9606.ENSP00000255608']
A0A087X151,['9606.ENSP00000479904']
A0A087X152,['9606.ENSP00000406022']
A0A087X156,['9606.ENSP00000268797']
A0A087X158,['9606.ENSP00000345193']
A0A087X159,['9606.ENSP00000483921']
A0A087X160,['9606.ENSP00000378712']
A0A087X161,['9606.ENSP00000477695']
A0A087X162,['9606.ENSP00000483403']
A0A087X163,['9606.ENSP00000478479']
A0A087X165,['9606.ENSP00000484715']
A0A087X169,['9606.ENSP00000483946']
A0A087X170,['9606.ENSP00000301365']
A0A087X171,['9606.ENSP00000477715']
A0A087X172,['9606.ENSP00000493096']
A0A087X173,['9606.ENSP00000356205']
A0A087X174,['9606.ENSP00000483430']
A0A087X175,['9606.ENSP00000481301']
A0A087X177,['9606.ENSP00000410689']
A0A087X178,['9606.ENSP00000429150']
A0A087X179,['9606.ENSP00000483965']
A0A087X181,['9606.ENSP00000233202']
A0A087X182,['9606.ENSP00000357079']
A0A087X183,['9606.ENSP00000326128']
A0A087X185,['9606.ENSP00000341243']
A0A087X186,['9606.ENSP00000482540']
A0A087X187,['9606.ENSP00000448062']
A0A087X188,['9606.ENSP00000498807']
A0A087X191,['9606.ENSP00000222725']
A0A087X192,['9606.ENSP00000473990']
A0A087X194,['9606.ENSP00000219905']
A0A087X197,['9606.ENSP00000309689']
A0A087X199,['9606.ENSP00000365884']
A0A087X1A0,['9606.ENSP00000445280']
A0A087X1A3,['9606.ENSP00000439601']
A0A087X1A5,['9606.ENSP00000360922']
A0A087X1A7,['9606.ENSP00000381657']
A0A087X1A8,['9606.ENSP00000496695']
A0A087X1A9,['9606.ENSP00000463393']
A0A087X1B1,['9606.ENSP00000483825']
A0A087X1B2,['9606.ENSP00000312981']
A0A087X1B3,['9606.ENSP00000456594']
A0A087X1B5,['9606.ENSP00000349957']
A0A087X1B6,['9606.ENSP00000363822']
A0A087X1B7,['9606.ENSP00000357679']
A0A087X1B8,['9606.ENSP00000262430']
A0A087X1C0,['9606.ENSP00000366608']
A0A087X1C1,['9606.ENSP00000472749']
A0A087X1C2,['9606.ENSP00000311816']
A0A087X1C3,['9606.ENSP00000398725']
A0A087X1C4,['9606.ENSP00000484403']
A0A087X1C6,['9606.ENSP00000383225']
A0A087X1D0,['9606.ENSP00000361359']
A0A087X1D4,['9606.ENSP00000352444']
A0A087X1D5,['9606.ENSP00000273857']
A0A087X1D6,['9606.ENSP00000341911']
A0A087X1D7,['9606.ENSP00000478220']
A0A087X1D8,['9606.ENSP00000349078']
A0A087X1E1,['9606.ENSP00000382083']
A0A087X1E2,['9606.ENSP00000355865']
A0A087X1E4,['9606.ENSP00000484121']
A0A087X1E8,['9606.ENSP00000254958']
A0A087X1F0,['9606.ENSP00000437775']
A0A087X1F1,['9606.ENSP00000215637']
A0A087X1F3,['9606.ENSP00000480157']
A0A087X1F5,['9606.ENSP00000482133']
A0A087X1F6,['9606.ENSP00000386239']
A0A087X1F8,['9606.ENSP00000297579']
A0A087X1F9,['9606.ENSP00000431512']
A0A087X1G0,['9606.ENSP00000484687']
A0A087X1G1,['9606.ENSP00000417142']
A0A087X1G2,['9606.ENSP00000484181']
A0A087X1G3,['9606.ENSP00000448680']
A0A087X1G4,['9606.ENSP00000349874']
A0A087X1G6,['9606.ENSP00000493121']
A0A087X1G7,['9606.ENSP00000328729']
A0A087X1H1,['9606.ENSP00000412302']
A0A087X1H4,['9606.ENSP00000417677']
A0A087X1H5,['9606.ENSP00000324287']
A0A087X1H8,['9606.ENSP00000326630']
A0A087X1H9,['9606.ENSP00000481854']
A0A087X1I0,['9606.ENSP00000464036']
A0A087X1I1,['9606.ENSP00000475189']
A0A087X1I2,['9606.ENSP00000375863']
A0A087X1I3,['9606.ENSP00000264932']
A0A087X1I5,['9606.ENSP00000469958']
A0A087X1I6,['9606.ENSP00000471683']
A0A087X1I9,['9606.ENSP00000482119']
A0A087X1J0,['9606.ENSP00000384117']
A0A087X1J1,['9606.ENSP00000362294']
A0A087X1J2,['9606.ENSP00000331720']
A0A087X1J3,['9606.ENSP00000479362']
A0A087X1J4,['9606.ENSP00000380779']
A0A087X1J5,['9606.ENSP00000342313']
A0A087X1J6,['9606.ENSP00000483673']
A0A087X1J7,['9606.ENSP00000373477']
A0A087X1J9,['9606.ENSP00000484078']
A0A087X1K1,['9606.ENSP00000378503']
A0A087X1K4,['9606.ENSP00000313803']
A0A087X1K7,['9606.ENSP00000483825']
A0A087X1K8,['9606.ENSP00000402515']
A0A087X1K9,['9606.ENSP00000320043']
A0A087X1L0,['9606.ENSP00000399718']
A0A087X1L3,['9606.ENSP00000479679']
A0A087X1L4,['9606.ENSP00000471299']
A0A087X1L6,['9606.ENSP00000271764']
A0A087X1L8,['9606.ENSP00000485129']
A0A087X1M1,['9606.ENSP00000378712']
A0A087X1M4,['9606.ENSP00000358470']
A0A087X1M5,['9606.ENSP00000215637']
A0A087X1M6,['9606.ENSP00000441831']
A0A087X1M7,['9606.ENSP00000359506']
A0A087X1N0,['9606.ENSP00000478220']
A0A087X1N1,['9606.ENSP00000481570']
A0A087X1N3,['9606.ENSP00000369391']
A0A087X1N4,['9606.ENSP00000440704']
A0A087X1N6,['9606.ENSP00000359398']
A0A087X1N7,['9606.ENSP00000484342']
A0A087X1N8,['9606.ENSP00000484343']
A0A087X1N9,['9606.ENSP00000327608']
A0A087X1P2,['9606.ENSP00000312070']
A0A087X1P3,['9606.ENSP00000398481']
A0A087X1P4,['9606.ENSP00000473194']
A0A087X1P5,['9606.ENSP00000386880']
A0A087X1P7,['9606.ENSP00000479504']
A0A087X1P8,['9606.ENSP00000419952']
A0A087X1P9,['9606.ENSP00000366826']
A0A087X1Q0,['9606.ENSP00000355961']
A0A087X1Q1,['9606.ENSP00000269305']
A0A087X1Q2,['9606.ENSP00000166139']
A0A087X1Q3,"['9606.ENSP00000422097', '9606.ENSP00000425375', '9606.ENSP00000427366']"
A0A087X1Q4,['9606.ENSP00000481301']
A0A087X1Q5,['9606.ENSP00000499750']
A0A087X1Q6,['9606.ENSP00000484383']
A0A087X1R1,['9606.ENSP00000484398']
A0A087X1R2,['9606.ENSP00000479089']
A0A087X1R3,['9606.ENSP00000481149']
A0A087X1R4,['9606.ENSP00000351141']
A0A087X1R7,['9606.ENSP00000464780']
A0A087X1R9,['9606.ENSP00000264414']
A0A087X1S1,['9606.ENSP00000368793']
A0A087X1S3,['9606.ENSP00000340648']
A0A087X1S4,['9606.ENSP00000370447']
A0A087X1S5,['9606.ENSP00000321797']
A0A087X1S6,['9606.ENSP00000397947']
A0A087X1S7,['9606.ENSP00000484431']
A0A087X1S9,['9606.ENSP00000385848']
A0A087X1T0,['9606.ENSP00000347484']
A0A087X1T2,['9606.ENSP00000354476']
A0A087X1T3,['9606.ENSP00000497669']
A0A087X1T6,['9606.ENSP00000363068']
A0A087X1T7,['9606.ENSP00000387356']
A0A087X1T8,['9606.ENSP00000400057']
A0A087X1T9,['9606.ENSP00000483562']
A0A087X1U0,['9606.ENSP00000482743']
A0A087X1U1,['9606.ENSP00000307634']
A0A087X1U4,['9606.ENSP00000395535']
A0A087X1U5,['9606.ENSP00000355927']
A0A087X1U8,['9606.ENSP00000446184']
A0A087X1U9,['9606.ENSP00000314499']
A0A087X1V0,['9606.ENSP00000481021']
A0A087X1V1,['9606.ENSP00000482502']
A0A087X1V2,['9606.ENSP00000480132']
A0A087X1V4,['9606.ENSP00000301202']
A0A087X1V5,['9606.ENSP00000265433']
A0A087X1V8,['9606.ENSP00000484497']
A0A087X1W0,['9606.ENSP00000289473']
A0A087X1W1,['9606.ENSP00000301740']
A0A087X1W3,['9606.ENSP00000402949']
A0A087X1W5,['9606.ENSP00000393963']
A0A087X1W6,['9606.ENSP00000481862']
A0A087X1W7,['9606.ENSP00000299443']
A0A087X1W8,['9606.ENSP00000329797']
A0A087X1W9,['9606.ENSP00000311010']
A0A087X1X2,['9606.ENSP00000362294']
A0A087X1X4,['9606.ENSP00000478345']
A0A087X1X5,['9606.ENSP00000456436']
A0A087X1X6,['9606.ENSP00000343633']
A0A087X1X7,['9606.ENSP00000410059']
A0A087X1X9,['9606.ENSP00000359484']
A0A087X1Y1,['9606.ENSP00000366617']
A0A087X1Y7,['9606.ENSP00000358397']
A0A087X1Y8,['9606.ENSP00000456348']
A0A087X1Y9,['9606.ENSP00000473853']
A0A087X1Z0,['9606.ENSP00000324127']
A0A087X1Z1,['9606.ENSP00000480316']
A0A087X1Z2,['9606.ENSP00000264059']
A0A087X1Z3,['9606.ENSP00000216802']
A0A087X1Z5,['9606.ENSP00000378503']
A0A087X1Z6,['9606.ENSP00000290691']
A0A087X1Z8,['9606.ENSP00000478345']
A0A087X201,['9606.ENSP00000387694']
A0A087X202,['9606.ENSP00000271764']
A0A087X203,['9606.ENSP00000484443']
A0A087X208,['9606.ENSP00000368678']
A0A087X209,['9606.ENSP00000181839']
A0A087X210,['9606.ENSP00000263314']
A0A087X211,['9606.ENSP00000295746']
A0A087X212,['9606.ENSP00000280987']
A0A087X213,['9606.ENSP00000484621']
A0A087X214,['9606.ENSP00000480150']
A0A087X215,['9606.ENSP00000333769']
A0A087X216,['9606.ENSP00000481854']
A0A087X220,['9606.ENSP00000335196']
A0A087X221,['9606.ENSP00000378712']
A0A087X223,['9606.ENSP00000342313']
A0A087X224,['9606.ENSP00000455079']
A0A087X225,['9606.ENSP00000268182']
A0A087X226,['9606.ENSP00000386935']
A0A087X227,['9606.ENSP00000268603']
A0A087X228,['9606.ENSP00000223795']
A0A087X229,['9606.ENSP00000358363']
A0A087X230,['9606.ENSP00000498781']
A0A087X231,['9606.ENSP00000257724']
A0A087X232,['9606.ENSP00000385035']
A0A087X234,['9606.ENSP00000260505']
A0A087X235,['9606.ENSP00000480492']
A0A087X236,['9606.ENSP00000262547']
A0A087X237,['9606.ENSP00000476117']
A0A087X238,['9606.ENSP00000359583']
A0A087X240,['9606.ENSP00000328777']
A0A087X241,['9606.ENSP00000383212']
A0A087X243,['9606.ENSP00000381607']
A0A087X246,['9606.ENSP00000363023']
A0A087X247,['9606.ENSP00000346103']
A0A087X248,['9606.ENSP00000442047']
A0A087X249,['9606.ENSP00000321271']
A0A087X250,['9606.ENSP00000363068']
A0A087X251,['9606.ENSP00000479542']
A0A087X253,['9606.ENSP00000483185']
A0A087X254,['9606.ENSP00000471041']
A0A087X255,['9606.ENSP00000414521']
A0A087X256,['9606.ENSP00000484713']
A0A087X258,['9606.ENSP00000471224']
A0A087X259,['9606.ENSP00000482063']
A0A087X260,['9606.ENSP00000240185']
A0A087X261,['9606.ENSP00000481021']
A0A087X263,['9606.ENSP00000471299']
A0A087X266,['9606.ENSP00000484736']
A0A087X270,['9606.ENSP00000369411']
A0A087X271,['9606.ENSP00000456436']
A0A087X275,['9606.ENSP00000482142']
A0A087X277,['9606.ENSP00000216373']
A0A087X278,['9606.ENSP00000356047']
A0A087X279,['9606.ENSP00000490935']
A0A087X282,['9606.ENSP00000225525']
A0A087X283,['9606.ENSP00000379931']
A0A087X285,['9606.ENSP00000354080']
A0A087X286,['9606.ENSP00000479319']
A0A087X287,['9606.ENSP00000498671']
A0A087X288,['9606.ENSP00000498781']
A0A087X294,['9606.ENSP00000353864']
A0A087X295,['9606.ENSP00000378857']
A0A087X296,['9606.ENSP00000354612']
A0A087X297,['9606.ENSP00000264170']
A0A087X298,['9606.ENSP00000484634']
A0A087X2A2,['9606.ENSP00000403614']
